agents,kmax,percent,ratio,profit,distance
5,-1,-1,0.10,180,507023.35
5,-1,-1,0.10,205,626028.37
5,-1,-1,0.10,230,854037.20
5,-1,-1,0.10,255,916906.87
5,-1,-1,0.10,280,1133362.38
5,-1,-1,0.20,5,60971.98
5,-1,-1,0.20,30,86586.50
5,-1,-1,0.20,55,169160.13
5,-1,-1,0.20,80,196093.17
5,-1,-1,0.20,105,247376.65
5,-1,-1,0.20,130,360442.37
5,-1,-1,0.20,155,402815.40
5,-1,-1,0.20,180,507799.56
5,-1,-1,0.20,205,625545.06
5,-1,-1,0.20,230,855366.22
5,-1,-1,0.20,255,913363.81
5,-1,-1,0.20,280,1136232.21
5,-1,-1,0.30,5,60971.98
5,-1,-1,0.30,30,86586.50
5,-1,-1,0.30,55,169160.13
5,-1,-1,0.30,80,196093.17
5,-1,-1,0.30,105,247355.91
5,-1,-1,0.30,130,360320.32
5,-1,-1,0.30,155,403381.78
5,-1,-1,0.30,180,508062.47
5,-1,-1,0.30,205,625319.11
5,-1,-1,0.30,230,850848.53
5,-1,-1,0.30,255,915963.61
5,-1,-1,0.30,280,1145119.03
5,-1,-1,0.40,5,60971.98
5,-1,-1,0.40,30,86586.50
5,-1,-1,0.40,55,169160.13
5,-1,-1,0.40,80,196093.17
5,-1,-1,0.40,105,247397.38
5,-1,-1,0.40,130,359935.91
5,-1,-1,0.40,155,403419.38
5,-1,-1,0.40,180,507857.48
5,-1,-1,0.40,205,621088.92
5,-1,-1,0.40,230,850202.45
5,-1,-1,0.40,255,907398.41
5,-1,-1,0.40,280,1131359.27
5,-1,-1,0.50,5,60971.98
5,-1,-1,0.50,30,86586.50
5,-1,-1,0.50,55,169160.13
5,-1,-1,0.50,80,196093.17
5,-1,-1,0.50,105,247397.38
5,-1,-1,0.50,130,357406.15
5,-1,-1,0.50,155,403007.03
5,-1,-1,0.50,180,506931.85
5,-1,-1,0.50,205,625256.63
5,-1,-1,0.50,230,850631.61
5,-1,-1,0.50,255,904730.99
5,-1,-1,0.50,280,1117034.36
5,-1,-1,0.60,5,60971.98
5,-1,-1,0.60,30,86586.50
5,-1,-1,0.60,55,169160.13
5,-1,-1,0.60,80,196093.17
5,-1,-1,0.60,105,247418.12
5,-1,-1,0.60,130,357412.64
5,-1,-1,0.60,155,403012.93
5,-1,-1,0.60,180,506004.31
5,-1,-1,0.60,205,622733.02
5,-1,-1,0.60,230,846837.30
5,-1,-1,0.60,255,901522.56
5,-1,-1,0.60,280,1115276.57
5,-1,-1,0.70,5,60971.98
5,-1,-1,0.70,30,86586.50
5,-1,-1,0.70,55,169160.13
5,-1,-1,0.70,80,196093.17
5,-1,-1,0.70,105,247376.65
5,-1,-1,0.70,130,357411.42
5,-1,-1,0.70,155,403061.63
5,-1,-1,0.70,180,507647.96
5,-1,-1,0.70,205,627036.37
5,-1,-1,0.70,230,854068.59
5,-1,-1,0.70,255,907627.92
5,-1,-1,0.70,280,1108352.70
5,-1,-1,0.80,5,60971.98
5,-1,-1,0.80,30,86586.50
5,-1,-1,0.80,55,169160.13
5,-1,-1,0.80,80,196093.17
5,-1,-1,0.80,105,247376.65
5,-1,-1,0.80,130,357387.92
5,-1,-1,0.80,155,403017.13
5,-1,-1,0.80,180,506552.48
5,-1,-1,0.80,205,625865.27
5,-1,-1,0.80,230,855158.06
5,-1,-1,0.80,255,910388.47
5,-1,-1,0.80,280,1099642.73
5,-1,-1,0.90,5,60971.98
5,-1,-1,0.90,30,86586.50
5,-1,-1,0.90,55,169160.13
5,-1,-1,0.90,80,196093.17
5,-1,-1,0.90,105,247418.12
5,-1,-1,0.90,130,357392.44
5,-1,-1,0.90,155,403039.25
5,-1,-1,0.90,180,506626.55
5,-1,-1,0.90,205,624592.90
5,-1,-1,0.90,230,851309.88
5,-1,-1,0.90,255,905176.24
5,-1,-1,0.90,280,1096247.22
5,-1,-1,1.00,5,60971.98
5,-1,-1,1.00,30,86586.50
5,-1,-1,1.00,55,169160.13
5,-1,-1,1.00,80,196093.17
5,-1,-1,1.00,105,247325.41
5,-1,-1,1.00,130,357548.71
5,-1,-1,1.00,155,403366.79
5,-1,-1,1.00,180,503692.67
